,FC_EMBIG,FC_EMBIG_DZ,FC_EMBIG_AO,FC_EMBIG_AR,FC_EMBIG_AM,FC_EMBIG_AZ,FC_EMBIG_BH,FC_EMBIG_BB_CTRY,FC_EMBIG_BY,FC_EMBIG_BZ,FC_EMBIG_BJ,FC_EMBIG_BO,FC_EMBIG_BR,FC_EMBIG_BG,FC_EMBIG_CM,FC_EMBIG_CL,FC_EMBIG_CN,FC_EMBIG_CO,FC_EMBIG_CR,FC_EMBIG_CI,FC_EMBIG_HR,FC_EMBIG_DO,FC_EMBIG_EC,FC_EMBIG_EG,FC_EMBIG_SV,FC_EMBIG_ET,FC_EMBIG_GA,FC_EMBIG_GE,FC_EMBIG_GH,FC_EMBIG_GR,FC_EMBIG_GT,FC_EMBIG_HN,FC_EMBIG_HU,FC_EMBIG_IN,FC_EMBIG_ID,FC_EMBIG_IQ,FC_EMBIG_JM,FC_EMBIG_JO,FC_EMBIG_KZ,FC_EMBIG_KE,FC_EMBIG_KW,FC_EMBIG_LV,FC_EMBIG_LB,FC_EMBIG_LT,FC_EMBIG_MY,FC_EMBIG_MV,FC_EMBIG_MX,FC_EMBIG_MN,FC_EMBIG_ME,FC_EMBIG_MA,FC_EMBIG_MZ,FC_EMBIG_NA,FC_EMBIG_NG,FC_EMBIG_OM,FC_EMBIG_PK,FC_EMBIG_PA,FC_EMBIG_PG,FC_EMBIG_PY,FC_EMBIG_PE,FC_EMBIG_PH,FC_EMBIG_PL,FC_EMBIG_QA,FC_EMBIG_RO,FC_EMBIG_RU,FC_EMBIG_RW,FC_EMBIG_SA,FC_EMBIG_SN,FC_EMBIG_CS,FC_EMBIG_SK,FC_EMBIG_ZA,FC_EMBIG_KR,FC_EMBIG_LK,FC_EMBIG_SR,FC_EMBIG_TJ,FC_EMBIG_TZ,FC_EMBIG_TH,FC_EMBIG_TT,FC_EMBIG_TN,FC_EMBIG_TR,FC_EMBIG_AE,FC_EMBIG_UA,FC_EMBIG_UY,FC_EMBIG_UZ,FC_EMBIG_VE,FC_EMBIG_VN,FC_EMBIG_ZM
31-Aug-16,100,0,0.505562363,3.232291537,0.238210384,0.948081548,0,0,0.186497198,0.066114891,0,0.254977942,3.643139416,0,0.187389281,2.905527866,3.867118499,3.175262089,1.613271367,0.962641357,1.999018931,2.395006303,1.123456186,0.655018663,1.268019146,0.218972544,0.416686144,0.25091328,0.411011251,0,0.513295936,0.258015909,3.049374859,0.972371148,4.262107838,0.486191539,1.055740066,0.120196598,2.853569119,0.609601036,0,0.160979759,2.685093994,1.334409032,2.676188466,0,5.457861318,0.509354164,0,0.553088922,0.125611123,0.300055205,0.33634351,0.792575899,0.625743603,3.11005776,0,0.586801328,3.333491808,3.923477903,2.880281863,0,1.522965464,4.170201526,0,0,0.242002584,1.282192171,0.383922841,2.827485831,0,2.21042279,0,0,0.126262744,0,0.568649343,0.219017803,3.988642376,0,2.548284889,2.75188101,0,1.98710894,0.429220008,0.645671789
30-Sep-16,100,0,0.506859364,3.293208858,0.230802249,0.926464273,0,0,0.186960903,0.066174696,0,0.254221318,3.648644926,0,0.188032753,2.900241181,3.917917684,3.203293138,1.581887294,0.950737859,2.003857487,2.385042068,1.103499719,0.659421322,1.257671571,0.221107062,0.410204376,0.251612212,0.416806889,0,0.505462565,0.25320326,3.076201289,0.967415238,4.302478833,0.490687474,1.051600534,0.11909046,2.895150044,0.612188047,0,0.160358973,2.678096226,1.326311995,2.695494257,0,5.299041561,0.537397677,0,0.545385812,0.138685675,0.298544354,0.333711727,0.768891237,0.608786116,3.070183298,0,0.57775765,3.357520712,3.89892041,2.876541803,0,1.519203173,4.162222039,0,0,0.242930434,1.26801674,0.380771183,2.872181158,0,2.190516769,0,0,0,0,0.564979739,0.217138968,3.949909641,0,2.545499901,2.70371248,0,2.307882973,0.420626256,0.644632114
31-Oct-16,100,0,0.504834529,3.197670724,0.23161386,0.936022934,0,0,0.189130545,0.066806548,0,0.252048664,3.613797989,0,0.190584552,2.877447271,3.983433554,3.142285399,1.55643467,0.955075583,1.985436077,2.270665179,1.394681711,0.636553444,1.249695444,0.213755481,0.413816325,0.248932299,0.603737134,0,0.494188837,0.252249095,3.109075084,0.962245014,4.255049219,0.488745871,1.035708037,0.11704598,2.888862098,0.623136823,0,0.160509288,2.705922011,1.319011039,2.732208126,0,5.342897945,0.538981024,0,0.546539222,0.099979096,0.292856695,0.331631996,1.115093802,0.832876835,3.023965815,0,0.569006411,3.205197862,3.840559572,2.905627995,0,1.496772615,4.202490093,0,0,0.243079943,1.09079368,0.379475727,2.938210633,0,2.173187014,0,0,0,0,0.564281084,0.21540585,3.954456343,0,2.629003589,2.641255189,0,1.909529584,0.423267726,0.63516022
30-Nov-16,100,0,0.475769895,3.087956212,0.234789066,0.92070474,0,0,0.195159305,0.048877604,0,0.259821653,3.596880816,0,0.180757152,2.898627294,4.004283987,3.106871631,1.512098321,0.937279276,1.99881914,2.21012159,1.432856451,0.648770472,1.153677117,0.21007079,0.413614088,0.247813605,0.611024176,0,0.475395005,0.248919405,3.139972282,0.973371582,4.275517919,0.502931997,1.010964005,0.333876825,2.870761223,0.626072824,0,0.162633757,2.705125508,1.273778785,2.752935745,0,5.201377011,0.516551965,0,0.530305512,0.117402989,0.288005001,0.338879982,1.125036049,1.095933937,2.962306826,0,0.549208508,3.071898245,3.849640301,2.93274849,0,1.47674542,4.269883098,0,0,0.242740712,1.110932071,0.378751265,2.944385003,0,2.200771103,0,0,0,0,0.696982991,0.213323375,3.904961848,0,2.62161082,2.533417967,0,2.029646755,0.417282905,0.640368605
30-Dec-16,100,0,0.488054777,3.158807244,0.23797866,0.930439989,0,0,0,0.051063181,0,0.255608422,3.549099888,0,0.183200951,2.91253151,3.954761658,3.145442532,1.488076352,0.91268897,1.984378364,2.192168234,1.61372502,0.633972522,1.175977554,0.207434216,0.419866941,0.248246205,0.642766388,0,0.475754216,0.248013657,3.124944685,0.95970416,4.233671696,0.518654852,1.027675541,0.330681365,2.90186197,0.59845917,0,0.161211553,2.772367224,1.258796432,2.806247889,0,5.356741992,0.420961864,0,0.516701854,0.11052793,0.284346777,0.345311923,1.089253277,1.08368824,2.911253304,0,0.549076112,3.029804375,3.783943562,2.896657398,0,1.451684836,4.23184706,0,0,0.241220633,1.09434368,0.368118051,2.957482215,0,2.158962121,0.122872652,0,0,0,0.693129383,0.214539383,3.840603024,0,2.739023794,2.489615244,0,2.13879163,0.409066685,0.666097013
31-Jan-17,100,0,0.480742462,3.113658552,0.235801288,0.923718591,0,0,0,0.051127125,0,0.254212851,3.581310232,0,0.181980836,2.91991201,3.93744493,3.183977938,1.514711968,0.90046142,1.957332472,2.197465547,1.884884557,0.638528054,1.099251234,0.201629741,0.412449968,0.246168693,0.623527249,0,0.475255949,0.248712326,3.08863202,0.949284615,4.288247828,0.496271209,1.01998581,0.322620441,2.892332914,0.60497429,0,0.156560707,2.810664301,1.235723022,2.883434971,0,5.290205472,0.426383506,0,0.519459903,0.096651327,0.286595417,0.332957024,1.071898033,1.08716821,2.895065294,0,0.544357172,3.015076175,3.736296775,2.861414074,0,1.436562342,4.212888384,0,0,0.23400407,1.0940182,0.363720411,2.953500943,0,2.138514234,0.126510165,0,0,0,0.687130541,0.209319913,3.838152044,0,2.714942997,2.513177441,0,2.240992232,0.405138902,0.654900676
28-Feb-17,100,0,0.464859214,3.308249031,0.226395744,0.900239995,0,0,0,0.048326415,0,0.242329132,3.554536704,0,0.180123413,2.913124503,3.936531115,3.152580611,1.470187331,0.877522942,1.883571999,2.42469807,1.824861852,1.540892946,1.080184329,0.20246147,0.411263717,0.237350844,0.583503838,0,0.461113031,0.392260161,3.035469352,0.907023382,4.351938553,0.507823023,0.995642121,0.314105925,2.85589029,0.587231613,0,0.149464635,2.777854313,1.174117251,2.864186258,0,5.302228886,0.437068638,0,0.501564292,0.100884675,0.278585907,0.329312921,1.042300316,1.047098846,2.801430789,0,0.521263492,2.917672278,3.664224507,2.820845503,0,1.371962762,4.185374041,0,0,0.22936071,1.044449385,0.348000934,2.944099149,0,2.103926752,0.119220563,0,0,0,0.653468662,0.201712761,3.933595128,0,2.59827577,2.413570959,0,2.203247341,0.390976868,0.656362041
31-Mar-17,100,0,0.465636464,3.317569735,0.219020764,1.081171733,0,0,0,0.071661806,0,0.23229454,3.593125954,0,0.180467389,2.858214179,3.96122498,3.123564691,1.444964621,0.84543697,1.840321181,2.394196387,1.668379005,1.514250582,1.203627594,0.202127642,0.408487918,0.233353058,0.566822472,0,0.45671269,0.382274659,2.97361364,0.885552652,4.330830147,0.499345994,0.964507505,0.311504592,2.835062175,0.583610711,0,0.147123815,2.771227606,1.146652014,2.780229654,0,5.289521807,0.572710549,0,0.493470808,0.101452983,0.271794368,0.53938584,2.12721376,1.019413709,2.726917932,0,0.523305649,2.897966601,3.603262427,2.767447722,0,1.356770905,4.091601777,0,0,0.226439936,1.016065484,0.342482905,2.844627491,0,1.934544001,0.118003843,0,0,0,0.63706231,0.200974736,3.855472257,0,2.570646224,2.398867566,0,1.958423952,0.384470287,0.635514653
28-Apr-17,100,0,0.46446405,3.345338304,0.218134101,1.078116139,0,0,0,0.070843458,0,0.418317812,3.578620051,0,0.179334281,2.832634094,3.969671328,3.114497388,1.427586332,0.846839686,1.812273903,2.382547445,1.651294955,1.491616303,1.161802428,0.20476689,0.407567927,0.226244158,0.570783846,0,0.451663632,0.381615723,2.968099996,0.871427104,4.341781208,0.496837465,0.947815311,0.308250993,2.804710153,0.579960809,0,0.14434897,2.749361177,1.128912012,2.757781845,0,5.290172469,0.566109708,0,0.490363542,0.104849361,0.264061467,0.654628395,2.098753333,0.98497875,2.712392096,0,0.616983661,2.878111833,3.578779734,2.740657523,0,1.33842566,4.042699986,0,0,0.225290488,1.006112431,0.337112875,2.83047386,0,1.907350968,0.112995064,0,0,0,0.618403736,0.201727945,3.943812089,0,2.601498306,2.385943911,0,2.069799168,0.380180891,0.631469472
31-May-17,100,0,0.433385414,3.361611136,0.213655327,1.053241867,0,0,0,0.065443451,0,0.41087439,3.526133709,0,0.176490142,2.844357198,4.223169652,3.106346579,1.403643185,0.833447887,1.773085857,2.321048615,1.606415738,1.447840655,1.148044827,0.204338068,0.406231973,0.222543534,0.575551575,0,0.439417556,0.374855902,2.961247413,0.855104808,4.356588249,0.49940626,0.945676353,0.408572645,2.859809061,0.574764085,0,0.141157486,2.769182713,1.104576989,2.761552446,0,5.326688434,0.546570048,0,0.484657672,0.10683742,0.257875351,0.649527942,2.047097511,0.966380735,2.631123059,0,0.611394267,2.806349011,3.57216442,2.756847013,0,1.317086922,4.031993901,0,0,0.220534717,0.984502547,0.32497301,2.839975378,0,2.178121437,0.112093045,0,0,0,0.607196276,0.194817603,4.008947766,0,2.654280888,2.346118073,0,2.007978003,0.370215146,0.628839656
30-Jun-17,100,0,0.42413718,3.252452277,0.211156508,1.020394618,0,0,0,0.065126192,0,0.40605449,3.493380876,0,0.173753341,2.806750757,4.23093345,3.071797465,1.387313088,0.651571313,1.754319167,2.296216453,1.835341405,2.056206708,1.137331286,0.192761472,0.381949186,0.219771302,0.570732443,0,0.527064351,0.365138293,2.936049836,0.843926312,4.394805215,0.478727965,0.931773089,0.401548611,2.736999852,0.547394851,0,0.138976267,2.727100264,1.091946447,2.745898436,0,5.265426052,0.531487097,0,0.467921456,0.102890097,0.256837832,0.53393211,2.441307148,0.955884292,2.82178251,0,0.60758302,2.760563462,3.563115494,2.731092811,0,1.301909499,3.821469282,0,0,0.434997389,0.969076596,0.320020803,2.774753435,0,2.137408834,0.111477253,0,0,0,0.595755362,0.191370105,3.964155019,0,2.640314403,2.325707532,0,1.884364524,0.368065903,0.612529918
31-Jul-17,100,0,0.425817711,3.257396096,0.211020468,1.029531442,0,0,0.288290975,0.064470416,0,0.401669956,3.467450401,0,0.171803163,2.81031521,4.217093963,3.035842142,1.274861077,0.893887197,1.736883737,2.379453682,1.856924571,2.014713123,1.104115157,0.194532376,0.380822846,0.214526108,0.566195864,0,0.523494187,0.362887356,2.912810793,0.834163321,4.368591916,0.477077285,0.920034573,0.388500054,2.718156229,0.543768667,0,0.135749084,2.713894601,1.070927918,2.716550552,0,5.248167586,0.539273094,0,0.467837061,0.104973786,0.255391954,0.531698358,2.446754494,0.937732679,2.804096223,0,0.60499952,3.055394989,3.484549145,2.679990654,0,1.285224879,3.871631012,0,0,0.432810551,0.965372487,0.316781895,2.747613069,0,2.125804839,0.111141861,0,0,0,0.60043119,0.18463118,3.960557144,0,2.65537415,2.319873319,0,1.609349691,0.360012932,0.608306042
31-Aug-17,100,0,0.40951868,3.352371402,0.209981844,1.037242791,0,0,0.287573416,0.061966359,0,0.394740697,3.429173256,0,0.170259742,2.786567771,4.146535175,3.054504843,1.26698551,0.887565022,1.713679103,2.38096346,1.872207993,2.032689419,1.146838619,0.194996191,0.41721502,0.212582088,0.566273095,0,0.512986742,0.362588086,2.913291195,0.816715545,4.340689314,0.67926591,1.124592447,0.384399056,2.761826538,0.547100386,0,0.133634935,2.675197706,1.042867111,2.701290409,0,5.299226555,0.535474103,0,0.465451331,0.105349916,0.250753573,0.518939707,2.420503279,0.928503382,2.910865082,0,0.595637776,3.081336588,3.457889267,2.685009565,0,1.255470255,3.832083771,0,0,0.428967166,0.944471367,0.312883713,2.751640847,0,1.965224366,0.110815499,0,0,0,0.589466154,0.186546697,3.910704204,0,2.621090579,2.323727675,0,1.514321239,0.356819435,0.61195003
29-Sep-17,100,0,0.413186007,3.377631744,0.206214716,1.195229764,0,0,0.292848664,0.065869639,0,0.39112003,3.422557661,0,0.172742418,2.764248493,4.25804796,3.034613358,1.283820443,0.887298811,1.719735495,2.395123162,1.87416528,2.034387792,1.189940259,0.198153881,0.417480214,0.21592868,0.565537663,0,0.513902343,0.362816456,2.875436034,0.818932304,4.337534207,0.674856512,1.125086705,0.381332516,2.747886397,0.542222491,0,0.134928691,2.658810069,1.043260682,2.676100956,0,5.240833887,0.53552657,0,0.466866604,0.107393244,0.251016017,0.514745005,2.398438522,0.937828572,2.873914671,0,0.594430112,3.069248049,3.427331166,2.654990112,0,1.257668413,3.738578678,0,0,0.43377615,0.936524109,0.313698463,2.709102236,0,1.984235654,0.116382834,0.094163826,0,0,0.5895,0.18644242,3.854393795,0,2.610774675,2.327295208,0,1.538390543,0.361496028,0.606025941
31-Oct-17,100,0,0.419471177,3.364104251,0.206010131,1.19745683,0,0,0.290149839,0.063171095,0,0.390389219,3.389036844,0,0.173960521,2.790023768,4.265873076,3.036263861,1.161384784,0.893949505,1.701798796,2.382762958,1.917392058,2.05432238,1.197485319,0.199447527,0.419845738,0.21380897,0.578244231,0,0.51494035,0.362780264,2.866594177,0.819188968,4.312314253,0.681736603,1.123270896,0.588129938,2.773273148,0.550324409,0,0.134442573,2.599214381,1.040543113,2.700672937,0,5.192143459,0.541742499,0,0.463792609,0.105149354,0.247716552,0.518048871,2.39826837,0.909567395,2.887612016,0,0.597445937,3.099836468,3.42131754,2.656944414,0,1.256014818,3.698268824,0,0,0.436386438,0.935000741,0.312237462,2.731512953,0,1.991281002,0.112484777,0.091677669,0,0,0.589847238,0.190711166,3.790428868,0,2.70313834,2.337248298,0,1.446905732,0.362242132,0.601249167
30-Nov-17,100,0,0.319924934,3.383701717,0.207533626,1.20030082,0,0,0.288853654,0.061827504,0,0.389769073,3.358185933,0,0.169416007,2.776259969,4.219382602,3.058363459,1.153085823,0.906484833,1.69517853,2.380380644,2.597423283,2.065970231,1.205789208,0.200995845,0.428267808,0.21425867,0.581333226,0,0.513322436,0.360284506,2.861329424,0.816203269,4.270999691,0.691541623,1.116165838,0.583746821,2.795710003,0.557923106,0,0.13409608,2.503592312,1.038751609,2.694860276,0,5.269171855,0.688867825,0,0.464180221,0.107279467,0.244325718,0.523375257,2.463025785,0.898031136,2.902357609,0,0.598415568,3.085797153,3.413760005,2.654344248,0,1.257977389,3.701505328,0,0,0.428178474,0.734339155,0.306366746,2.73614913,0,1.955301738,0.112664409,0.092019435,0,0,0.594763522,0.190721964,3.757422317,0,2.721394669,2.359177126,0,0.969602467,0.356907362,0.61136253
29-Dec-17,100,0,0.323218181,3.352040401,0.206746934,1.189607686,0,0,0.286518589,0.05993543,0,0.382771557,3.342401442,0,0.16793685,2.775030447,4.241314102,3.043510968,1.129401427,0.873953717,1.669319072,2.34771744,2.588582486,2.029682923,1.209468248,0.194565931,0.416534917,0.211951709,0.581566722,0,0.500156517,0.351139858,2.836591733,0.800524015,4.341897922,0.688588924,1.091962823,0.578938338,2.788936411,0.53738358,0,0.131822959,2.525772351,1.019664059,2.67351279,0,5.184097642,0.677942651,0,0.45134651,0.110099491,0.241351951,1.11351145,2.40165062,1.353878438,2.851491479,0,0.587679924,3.051930353,3.367341275,2.612213627,0,1.241273029,3.614978799,0,0,0.425612894,0.721540405,0.3008044,2.762477484,0,1.732068869,0.10987171,0.090470405,0,0,0.58448747,0.188400521,3.789301299,0,2.701726198,2.315771575,0,0.962220122,0.350452336,0.613337613
31-Jan-18,100,0,0.328915593,3.46441428,0.206521543,1.206773403,0,0,0.295447615,0.060508613,0,0.385498981,3.342922634,0,0.166758993,2.768765811,4.318065433,3.053719527,1.132811181,0.875279338,1.640585039,2.292225765,2.578056584,2.008821116,1.196316978,0.196572823,0.416909524,0.206200484,0.573078138,0,0.497824289,0.349993578,2.837450759,0.694169862,4.305871933,0.689132144,1.092078296,0.579928946,2.799080841,0.534813793,0,0.129136727,2.62500572,0.999520243,2.679335505,0,5.199441314,0.685268009,0,0.447598339,0.113782268,0.242650805,1.107666102,2.394598872,1.359934075,2.802955434,0,0.582509089,3.018074222,3.322311121,2.561576431,0,1.214280832,3.641436235,0,0,0.420516893,0.717297948,0.298104707,2.803851792,0,1.706828574,0.108903582,0.092337656,0,0,0.584900477,0.182235288,3.785281371,0,2.816191089,2.271752548,0,1.042847887,0.344557084,0.601797923
28-Feb-18,100,0,0.320808935,3.428472742,0.204397657,1.182495833,0,0,0.28724596,0.059098037,0,0.37588243,3.349248095,0,0.164518051,2.761247084,4.396173539,2.945572895,1.138576026,0.854752776,1.641134051,2.284066951,2.799245179,1.990623972,1.182948361,0.18932002,0.411183344,0.208244703,0.570476075,0,0.492042533,0.345724253,2.735648704,0.96595967,4.194975108,0.68751784,1.086981573,0.580569606,2.799072637,0.535178347,0,0.130063655,2.594241156,0.993196868,2.704641082,0,5.214343324,0.685337074,0,0.442422786,0.117060032,0.240527357,1.08089099,2.657619497,1.355888203,2.776109753,0,0.57049364,2.948454856,3.279843858,2.571918918,0,1.183050147,3.691403471,0,0,0.413288442,0.712407959,0.297583807,2.823261337,0,1.676544211,0.109252639,0.089958634,0,0,0.580238952,0.176999998,3.752191566,0,2.736662684,2.23037059,0,1.06290135,0.342067971,0.58936021
29-Mar-18,100,0,0.320166344,3.321958672,0.19604576,1.133780601,0,0,0.388549235,0.05835587,0,0.36831837,3.304811601,0,0.162578178,2.74414642,4.309332614,2.942646007,1.118961467,0.831179477,1.615879549,2.435484309,2.693932392,2.669184985,1.170698134,0.192076645,0.410766648,0.203446707,0.559083688,0,0.485568124,0.342145431,2.660687327,0.945631052,4.218479509,0.667053132,1.055298097,0.558510365,2.761656588,0.924316515,0,0.128079908,2.615435643,0.972773241,2.647626274,0,5.140557944,0.665772981,0,0.432551679,0.106680549,0.236208534,1.557248403,2.570941759,1.11445891,2.688979107,0,0.657777343,2.887341367,3.272969437,2.522527717,0,1.163753573,3.54807617,0,0,0.479942811,0.691298641,0.293043894,2.762654706,0,1.552486403,0.107378733,0.08510223,0,0,0.569157219,0.176169948,3.637770914,0,2.68349535,2.175267238,0,1.173586529,0.336482286,0.575672742
30-Apr-18,100,0,0.328965587,3.296694773,0.197063208,1.155558673,0,0,0.39262349,0.060167427,0,0.371919159,3.285156811,0,0.167674002,2.744046597,4.297402142,2.949528768,1.109405101,0.852162398,1.635007745,2.422106648,2.55376739,2.655168814,1.190130365,0.19417923,0.414734302,0.203991375,0.572831431,0,0.495002633,0.345930604,2.696407829,0.959788493,4.251446242,0.673864546,1.056787153,0.550574254,2.759553636,0.93433551,0,0.130959416,2.529282011,0.990582475,2.668984032,0,5.100564906,0.668177627,0,0.436075936,0.113336768,0.237162854,1.577821181,2.586563291,1.131388752,2.711618135,0,0.658935767,2.922218208,3.259679607,2.549170805,0,1.177459156,3.562039482,0,0,0.481655952,0.70582778,0.300028618,2.71439884,0,1.5726736,0.105569647,0.087687666,0,0,0.582952446,0.176350159,3.67793231,0,2.66316427,2.105359587,0,1.135071266,0.344654153,0.560676959
31-May-18,100,0,0.901648825,3.144919318,0.196990586,1.148405648,0,0,0.392856281,0.059721722,0,0.36079509,3.168141025,0,0.155680665,2.750573352,4.481933253,2.935523415,1.066947673,0.828715197,1.601219364,2.357658807,2.571869951,2.654479434,1.141706023,0.189243739,0.406898112,0.199682622,0.403897558,0,0.483209214,0.339702436,2.661678259,0.951851362,4.194207116,0.675462686,1.029186873,0.545906225,2.742225219,0.767008809,0,0.130025299,2.372761884,0.983068329,2.661235164,0,5.080784909,0.659914498,0,0.434059699,0.111180806,0.228022695,1.521149455,2.623660264,1.110166784,2.832788275,0,0.651648865,2.868375407,3.23684135,2.527377301,0,1.169076293,3.567321622,0,0,0.456308076,0.698389037,0.291829672,2.715321686,0,1.991937298,0.100386553,0.085444335,0,0,0.564145387,0.173259321,3.601230262,0,2.687498018,2.416667059,0,1.083093443,0.336486447,0.518598654
29-Jun-18,100,0,0.891657917,3.009014977,0.199321203,1.170302774,0,0,0.388897815,0.061601241,0,0.358822897,3.167426922,0,0.150792656,2.803992958,4.510966308,3.004925066,1.108259505,0.801548815,1.639279576,2.404104915,2.494177242,2.554643031,1.15148673,0.18492803,0.374791322,0.204780309,0.773216607,0,0.483529934,0.343205149,2.706548773,0.96776496,4.280066646,0.655669936,1.046745139,0.545160637,2.777799335,0.742520742,0,0.132932863,2.294560287,1.005210242,2.68134074,0,5.210577364,0.656218778,0,0.428537381,0.109517175,0.227940918,1.469505964,2.604303261,1.062422676,2.887162482,0,0.662880061,2.829335655,3.274395266,2.097220313,0,1.135334974,3.595890767,0,0,0.4478951,0.71422251,0.296534927,2.763248889,0,1.978020919,0.101139101,0.08582991,0,0,0.576023056,0.171254919,3.589386494,0,2.614019137,2.442385626,0,1.047103181,0.339934618,0.509764379
31-Jul-18,100,0,1.017204189,3.015892963,0.200417623,1.17207792,0,0,0.392806592,0.060894209,0,0.366092283,3.192347873,0,0.15279296,2.746216162,4.458008679,2.964943616,1.12288532,0.812168535,1.613452601,2.369451132,2.620125805,2.614463822,1.133680143,0.190947081,0.386660563,0.199953914,0.798129884,0,0.490505732,0.341302577,2.682503468,0.945435089,4.268684312,0.665380948,1.053245256,0.547124605,2.780403738,0.768913288,0,0.129293646,2.385576859,0.983959759,2.576825197,0,5.073987138,0.66409343,0,0.43494234,0.113618556,0.232444906,1.513938729,2.618507551,1.11761895,2.847222568,0,0.672906525,2.806142881,3.227614078,2.062973919,0,1.350645206,3.580246028,0,0,0.46176622,0.707455367,0.292792827,2.76365678,0,2.001616972,0.102848181,0.08562278,0,0,0.399465601,0.170176349,3.461415404,0,2.676128333,2.457672209,0,1.0471539,0.335267611,0.499290319
31-Aug-18,100,0,1.004551175,2.709933168,0.202136042,1.177752824,0,0,0.382515524,0.059798716,0,0.373581047,3.104737529,0,0.149173719,2.800384543,4.516399003,3.022469989,1.09877354,0.787089108,1.646626766,2.668270927,2.558460637,2.541245947,1.138936227,0.187982531,0.386485541,0.204164074,0.771451669,0,0.487969445,0.347540196,2.730096983,0.965907545,4.361633663,0.662096407,1.065806811,0.542604397,2.837901972,0.736423738,0,0.13202571,2.344294221,0.99406689,2.647872386,0,5.177327789,0.678049729,0,0.441694922,0.115999556,0.233085502,1.448452541,2.637806007,1.112025028,2.920382822,0,0.68230727,2.879165623,3.301749852,2.114275065,0,1.352764906,3.563234886,0,0,0.453941846,0.714623191,0.299564965,2.779411192,0,2.017440352,0.106411074,0.087907001,0,0,0.40006096,0.166181325,3.167836331,0,2.56183017,2.518504195,0,0.955401917,0.344935942,0.418467435
28-Sep-18,100,0,1.040652129,2.930866389,0.195462004,1.174100022,0,0,0.391084866,0.058668693,0,0.372871025,3.109646994,0,0.153514454,2.769829119,4.481555,2.988884782,1.031797076,0.819746378,1.629326067,2.658763593,2.661965418,2.574248313,1.128637796,0.194161761,0.400427486,0.202894118,0.78575984,0,0.484546853,0.343921493,2.674407652,0.854032536,4.287747633,0.676778735,1.052502735,0.548294289,2.832619158,0.750602242,0,0.131064803,2.285208721,0.977135375,2.593573877,0,5.142230089,0.67329283,0,0.436096279,0.114512976,0.233366529,1.504248495,2.663160872,1.140469984,2.869234781,0,0.659230265,2.844289078,3.255573153,2.078167742,0,1.342058979,3.519236605,0,0,0.461128875,0.697846414,0.296629794,2.776582359,0,2.009443998,0.105588899,0.085966291,0,0,0.391005224,0.16795032,3.452776111,0,2.565824955,2.500889458,0,1.01429501,0.34209092,0.409513291
